countyFIPS	stay at home	>50 gatherings	>500 gatherings	public schools	restaurant dine-in	entertainment/gym	federal guidelines
42031	-17.0	-26.0	-26.0	-33	-32	-32.0	-33
42041	4.0	-5.0	-5.0	-12	-11	-11.0	-12
42045	-3.0	-3.0	-3.0	-10	-9	-9.0	-10
42047	-36.0	-45.0	-45.0	-52	-51	-51.0	-52
42049	-35.0	-36.0	-36.0	-43	-42	-42.0	-43
42051	0.0	-9.0	-9.0	-16	-15	-15.0	-16
42055	-22.0	-31.0	-31.0	-38	-37	-37.0	-38
42059	-32.0	-41.0	-41.0	-48	-47	-47.0	-48
42063	-14.0	-23.0	-23.0	-30	-29	-29.0	-30
42067	-28.0	-37.0	-37.0	-44	-43	-43.0	-44
42069	4.0	0.0	0.0	-7	-6	-6.0	-7
42071	-1.0	-5.0	-5.0	-12	-11	-11.0	-12
42073	3.0	-6.0	-6.0	-13	-12	-12.0	-13
42075	-9.0	-18.0	-18.0	-25	-24	-24.0	-25
42077	-1.0	-3.0	-3.0	-10	-9	-9.0	-10
42079	2.0	-2.0	-2.0	-9	-8	-8.0	-9
42081	-30.0	-39.0	-39.0	-46	-45	-45.0	-46
42083	-36.0	-45.0	-45.0	-52	-51	-51.0	-52
42085	-16.0	-25.0	-25.0	-32	-31	-31.0	-32
42089	0.0	0.0	0.0	-7	-6	-6.0	-7
42091	0.0	0.0	0.0	-7	-6	-6.0	-7
42095	7.0	5.0	5.0	-2	-1	-1.0	-2
42099	-2.0	-11.0	-11.0	-18	-17	-17.0	-18
42103	-1.0	-5.0	-5.0	-12	-11	-11.0	-12
42107	-8.0	-17.0	-17.0	-24	-23	-23.0	-24
42109	1.0	-8.0	-8.0	-15	-14	-14.0	-15
42111	-31.0	-40.0	-40.0	-47	-46	-46.0	-47
42117	-10.0	-19.0	-19.0	-26	-25	-25.0	-26
42119	-34.0	-43.0	-43.0	-50	-49	-49.0	-50
42125	-17.0	-22.0	-22.0	-29	-28	-28.0	-29
42127	-15.0	-19.0	-19.0	-26	-25	-25.0	-26
42129	-12.0	-16.0	-16.0	-23	-22	-22.0	-23
42131	-16.0	-25.0	-25.0	-32	-31	-31.0	-32
42133	-6.0	-10.0	-10.0	-17	-16	-16.0	-17
44001	-42.0	-54.0	-54.0	-54	-47	-47.0	-54
44003	-28.0	-40.0	-40.0	-40	-33	-33.0	-40
44005	-39.0	-51.0	-51.0	-51	-44	-44.0	-51
44007	-5.0	-17.0	-17.0	-17	-10	-10.0	-17
44009	-28.0	-40.0	-40.0	-40	-33	-33.0	-40
45003	7.0	-13.0	-13.0	-15	-13	1.0	-15
45005	-16.0	-36.0	-36.0	-38	-36	-22.0	-38
45007	8.0	-12.0	-12.0	-14	-12	2.0	-14
45013	8.0	-12.0	-12.0	-14	-12	2.0	-14
45015	-3.0	-23.0	-23.0	-25	-23	-9.0	-25
45017	7.0	-13.0	-13.0	-15	-13	1.0	-15
45019	17.0	-3.0	-3.0	-5	-3	11.0	-5
45025	-23.0	-43.0	-43.0	-45	-43	-29.0	-45
45027	15.0	-5.0	-5.0	-7	-5	9.0	-7
45029	-8.0	-28.0	-28.0	-30	-28	-14.0	-30
45031	-20.0	-40.0	-40.0	-42	-40	-26.0	-42
45035	-5.0	-25.0	-25.0	-27	-25	-11.0	-27
45037	-13.0	-33.0	-33.0	-35	-33	-19.0	-35
45039	-16.0	-36.0	-36.0	-38	-36	-22.0	-38
45043	3.0	-17.0	-17.0	-19	-17	-3.0	-19
45045	10.0	-10.0	-10.0	-12	-10	4.0	-12
45049	-34.0	-54.0	-54.0	-56	-54	-40.0	-56
45051	14.0	-6.0	-6.0	-8	-6	8.0	-8
45053	-12.0	-32.0	-32.0	-34	-32	-18.0	-34
45055	12.0	-8.0	-8.0	-10	-8	6.0	-10
45057	-7.0	-27.0	-27.0	-29	-27	-13.0	-29
45059	-1.0	-21.0	-21.0	-23	-21	-7.0	-23
45061	5.0	-15.0	-15.0	-17	-15	-1.0	-17
45063	22.0	2.0	2.0	0	2	16.0	0
45065	-1.0	-21.0	-21.0	-23	-21	-7.0	-23
45067	7.0	-13.0	-13.0	-15	-13	1.0	-15
45071	-1.0	-21.0	-21.0	-23	-21	-7.0	-23
45075	-18.0	-38.0	-38.0	-40	-38	-24.0	-40
45077	-22.0	-42.0	-42.0	-44	-42	-28.0	-44
45083	1.0	-19.0	-19.0	-21	-19	-5.0	-21
45085	14.0	-6.0	-6.0	-8	-6	8.0	-8
45089	-24.0	-44.0	-44.0	-46	-44	-30.0	-46
45091	7.0	-13.0	-13.0	-15	-13	1.0	-15
46005				-16	-9		-16
46073				-40	-33		-40
46087				-33	-26		-33
46099				-21	-14		-21
46103				6	13		6
47001	-8.0	-14.0	-14.0	-19	-16	-16.0	-23
47003	-10.0	-16.0	-16.0	-21	-18	-18.0	-25
47005	-23.0	-29.0	-29.0	-34	-31	-31.0	-38
47009	-5.0	-11.0	-11.0	-16	-13	-13.0	-20
47011	-14.0	-20.0	-20.0	-25	-22	-22.0	-29
47013	-15.0	-21.0	-21.0	-26	-23	-23.0	-30
47017	-20.0	-26.0	-26.0	-31	-28	-28.0	-35
47019	-14.0	-20.0	-20.0	-25	-22	-22.0	-29
47035	-29.0	-35.0	-35.0	-40	-37	-37.0	-44
47037	5.0	5.0	5.0	0	3	3.0	-4
47047	-15.0	-21.0	-21.0	-26	-23	-23.0	-30
47051	-9.0	-9.0	-9.0	-14	-11	-11.0	-18
47053	-22.0	-28.0	-28.0	-33	-30	-30.0	-37
47059	-1.0	-7.0	-7.0	-12	-9	-9.0	-16
47061	-14.0	-20.0	-20.0	-25	-22	-22.0	-29
47063	-9.0	-15.0	-15.0	-20	-17	-17.0	-24
47065	6.0	0.0	0.0	-5	-2	-2.0	-9
47075	-9.0	-15.0	-15.0	-20	-17	-17.0	-24
47085	-25.0	-31.0	-31.0	-36	-33	-33.0	-40
47093	1.0	-5.0	-5.0	-10	-7	-7.0	-14
47107	-30.0	-36.0	-36.0	-41	-38	-38.0	-45
47111	-6.0	-12.0	-12.0	-17	-14	-14.0	-21
47113	-19.0	-25.0	-25.0	-30	-27	-27.0	-34
47115	-1.0	-7.0	-7.0	-12	-9	-9.0	-16
47117	-9.0	-15.0	-15.0	-20	-17	-17.0	-24
47123	-16.0	-22.0	-22.0	-27	-24	-24.0	-31
47125	-4.0	-10.0	-10.0	-15	-12	-12.0	-19
47131	-2.0	-8.0	-8.0	-13	-10	-10.0	-17
47141	-16.0	-22.0	-22.0	-27	-24	-24.0	-31
47149	-1.0	-7.0	-7.0	-12	-9	-9.0	-16
47155	-17.0	-23.0	-23.0	-28	-25	-25.0	-32
47157	0.0	-6.0	-6.0	-11	-8	-8.0	-15
47159	-15.0	-21.0	-21.0	-26	-23	-23.0	-30
47163	-2.0	-8.0	-8.0	-13	-10	-10.0	-17
47165	2.0	-4.0	-4.0	-9	-6	-6.0	-13
47167	-34.0	-40.0	-40.0	-45	-42	-42.0	-49
47169	-1.0	-7.0	-7.0	-12	-9	-9.0	-16
47187	-1.0	-7.0	-7.0	-12	-9	-9.0	-16
47189	-9.0	-15.0	-15.0	-20	-17	-17.0	-24
48013	-16.0	-28.0	-35.0	-26	-30	-30.0	-33
48021	-5.0	-17.0	-24.0	-15	-19	-19.0	-22
48027	-2.0	-5.0	-12.0	-3	-7	-7.0	-10
48029	1.0	-2.0	-9.0	0	-4	-4.0	-7
48037	-2.0	-14.0	-21.0	-12	-16	-16.0	-19
48039	1.0	-11.0	-18.0	-9	-13	-13.0	-16
48041	-5.0	-8.0	-15.0	-6	-10	-10.0	-13
48049	-12.0	-24.0	-31.0	-22	-26	-26.0	-29
48057	-17.0	-29.0	-36.0	-27	-31	-31.0	-34
48059	-35.0	-47.0	-54.0	-45	-49	-49.0	-52
48061	-5.0	-17.0	-24.0	-15	-19	-19.0	-22
48069	-2.0	-14.0	-21.0	-12	-16	-16.0	-19
48073	-12.0	-24.0	-31.0	-22	-26	-26.0	-29
48085	5.0	2.0	-5.0	4	0	0.0	-3
48091	7.0	-5.0	-12.0	-3	-7	-7.0	-10
48093	-28.0	-40.0	-47.0	-38	-42	-42.0	-45
48099	-14.0	-26.0	-33.0	-24	-28	-28.0	-31
48101	-37.0	-49.0	-56.0	-47	-51	-51.0	-54
48107	-13.0	-25.0	-32.0	-23	-27	-27.0	-30
48113	4.0	2.0	-5.0	4	0	0.0	-3
48115	-5.0	-17.0	-24.0	-15	-19	-19.0	-22
48121	6.0	-6.0	-13.0	-4	-8	-8.0	-11
48123	-19.0	-31.0	-38.0	-29	-33	-33.0	-36
48135	-6.0	-18.0	-25.0	-16	-20	-20.0	-23
48139	2.0	-10.0	-17.0	-8	-12	-12.0	-15
48141	-17.0	-20.0	-27.0	-18	-22	-22.0	-25
48143	-1.0	-13.0	-20.0	-11	-15	-15.0	-18
48147	-34.0	-46.0	-53.0	-44	-48	-48.0	-51
48149	-22.0	-34.0	-41.0	-32	-36	-36.0	-39
48157	-4.0	-7.0	-14.0	-5	-9	-9.0	-12
48167	-13.0	-16.0	-23.0	-14	-18	-18.0	-21
48177	-23.0	-35.0	-42.0	-33	-37	-37.0	-40
48185	-14.0	-26.0	-33.0	-24	-28	-28.0	-31
48189	-7.0	-19.0	-26.0	-17	-21	-21.0	-24
48195	-32.0	-44.0	-51.0	-42	-46	-46.0	-49
48199	5.0	-7.0	-14.0	-5	-9	-9.0	-12
48201	4.0	1.0	-6.0	3	-1	-1.0	-4
48203	-1.0	-13.0	-20.0	-11	-15	-15.0	-18
48205	-33.0	-45.0	-52.0	-43	-47	-47.0	-50
48209	-14.0	-26.0	-33.0	-24	-28	-28.0	-31
48215	-6.0	-18.0	-25.0	-16	-20	-20.0	-23
48217	-14.0	-26.0	-33.0	-24	-28	-28.0	-31
48219	-1.0	-13.0	-20.0	-11	-15	-15.0	-18
48221	-2.0	-14.0	-21.0	-12	-16	-16.0	-19
48227	-9.0	-21.0	-28.0	-19	-23	-23.0	-26
48231	-12.0	-24.0	-31.0	-22	-26	-26.0	-29
48241	-28.0	-40.0	-47.0	-38	-42	-42.0	-45
48245	-1.0	-13.0	-20.0	-11	-15	-15.0	-18
48251	5.0	-7.0	-14.0	-5	-9	-9.0	-12
48257	-28.0	-40.0	-47.0	-38	-42	-42.0	-45
48273	-12.0	-24.0	-31.0	-22	-26	-26.0	-29
48277	-38.0	-50.0	-57.0	-48	-52	-52.0	-55
48285	-23.0	-35.0	-42.0	-33	-37	-37.0	-40
48291	-32.0	-44.0	-51.0	-42	-46	-46.0	-49
48293	-2.0	-14.0	-21.0	-12	-16	-16.0	-19
48303	1.0	-11.0	-18.0	-9	-13	-13.0	-16
48305	-21.0	-33.0	-40.0	-31	-35	-35.0	-38
48309	-8.0	-11.0	-18.0	-9	-13	-13.0	-16
48317	-33.0	-45.0	-52.0	-43	-47	-47.0	-50
48321	17.0	5.0	-2.0	7	3	3.0	0
48325	-7.0	-19.0	-26.0	-17	-21	-21.0	-24
48329	8.0	-4.0	-11.0	-2	-6	-6.0	-9
48331	-22.0	-34.0	-41.0	-32	-36	-36.0	-39
48337	-19.0	-31.0	-38.0	-29	-33	-33.0	-36
48339	1.0	-11.0	-18.0	-9	-13	-13.0	-16
48341	-18.0	-30.0	-37.0	-28	-32	-32.0	-35
48347	-1.0	-13.0	-20.0	-11	-15	-15.0	-18
48349	0.0	-12.0	-19.0	-10	-14	-14.0	-17
48355	-19.0	-31.0	-38.0	-29	-33	-33.0	-36
48357	-23.0	-35.0	-42.0	-33	-37	-37.0	-40
48359	5.0	-7.0	-14.0	-5	-9	-9.0	-12
48361	-27.0	-39.0	-46.0	-37	-41	-41.0	-44
48363	-9.0	-21.0	-28.0	-19	-23	-23.0	-26
48365	-1.0	-13.0	-20.0	-11	-15	-15.0	-18
48375	-3.0	-15.0	-22.0	-13	-17	-17.0	-20
48381	-4.0	-16.0	-23.0	-14	-18	-18.0	-21
48397	-25.0	-37.0	-44.0	-35	-39	-39.0	-42
48401	-15.0	-27.0	-34.0	-25	-29	-29.0	-32
48405	-1.0	-13.0	-20.0	-11	-15	-15.0	-18
48419	-28.0	-40.0	-47.0	-38	-42	-42.0	-45
48423	8.0	-4.0	-11.0	-2	-6	-6.0	-9
48439	6.0	3.0	-4.0	5	1	1.0	-2
48451	-8.0	-20.0	-27.0	-18	-22	-22.0	-25
48453	6.0	-6.0	-13.0	-4	-8	-8.0	-11
48467	4.0	-8.0	-15.0	-6	-10	-10.0	-13
48469	-13.0	-25.0	-32.0	-23	-27	-27.0	-30
48471	-20.0	-32.0	-39.0	-30	-34	-34.0	-37
48477	-3.0	-15.0	-22.0	-13	-17	-17.0	-20
48479	3.0	-9.0	-16.0	-7	-11	-11.0	-14
48485	-17.0	-29.0	-36.0	-27	-31	-31.0	-34
48489	-3.0	-15.0	-22.0	-13	-17	-17.0	-20
48491	4.0	-8.0	-15.0	-6	-10	-10.0	-13
48493	-13.0	-25.0	-32.0	-23	-27	-27.0	-30
48497	-14.0	-26.0	-33.0	-24	-28	-28.0	-31
48503	-13.0	-25.0	-32.0	-23	-27	-27.0	-30
49003		-32.0	-38.0	-34	-32	-32.0	-34
49011		-4.0	-10.0	-6	-4	-4.0	-6
49021		-8.0	-14.0	-10	-8	-8.0	-10
49037		-30.0	-36.0	-32	-30	-30.0	-32
49049		-19.0	-25.0	-21	-19	-19.0	-21
49051		-24.0	-30.0	-26	-24	-24.0	-26
49053		-38.0	-44.0	-40	-38	-38.0	-40
49057		-14.0	-20.0	-16	-14	-14.0	-16
50001	-18.0	-18.0	-18.0	-25	-26	-20.0	-27
50003	-10.0	-10.0	-10.0	-17	-18	-12.0	-19
50007	6.0	6.0	6.0	-1	-2	4.0	-3
50011	-13.0	-13.0	-13.0	-20	-21	-15.0	-22
50015	-13.0	-13.0	-13.0	-20	-21	-15.0	-22
50021	-22.0	-22.0	-22.0	-29	-30	-24.0	-31
50023	-22.0	-22.0	-22.0	-29	-30	-24.0	-31
50025	-13.0	-13.0	-13.0	-20	-21	-15.0	-22
51001	-11.0	-17.0	-17.0	-25	-18	-25.0	-25
51003	-4.0	-10.0	-10.0	-18	-11	-18.0	-18
51007	-1.0	-7.0	-7.0	-15	-8	-15.0	-15
51015	-24.0	-30.0	-30.0	-38	-31	-38.0	-38
51019	-38.0	-44.0	-44.0	-52	-45	-52.0	-52
51023	1.0	-5.0	-5.0	-13	-6	-13.0	-13
51029	-39.0	-45.0	-45.0	-53	-46	-53.0	-53
51033	-31.0	-37.0	-37.0	-45	-38	-45.0	-45
51036	-19.0	-25.0	-25.0	-33	-26	-33.0	-33
51047	-3.0	-9.0	-9.0	-17	-10	-17.0	-17
51059	8.0	2.0	2.0	-6	1	-6.0	-6
51061	-10.0	-16.0	-16.0	-24	-17	-24.0	-24
51065	-16.0	-22.0	-22.0	-30	-23	-30.0	-30
51069	-29.0	-35.0	-35.0	-43	-36	-43.0	-43
51073	-16.0	-22.0	-22.0	-30	-23	-30.0	-30
51075	-11.0	-17.0	-17.0	-25	-18	-25.0	-25
51079	-19.0	-25.0	-25.0	-33	-26	-33.0	-33
51081	-13.0	-19.0	-19.0	-27	-20	-27.0	-27
51085	-13.0	-19.0	-19.0	-27	-20	-27.0	-27
51089	-18.0	-24.0	-24.0	-32	-25	-32.0	-32
51093	-7.0	-13.0	-13.0	-21	-14	-21.0	-21
51095	16.0	10.0	10.0	2	9	2.0	2
51099	-17.0	-23.0	-23.0	-31	-24	-31.0	-31
51101	-30.0	-36.0	-36.0	-44	-37	-44.0	-44
51107	3.0	-3.0	-3.0	-11	-4	-11.0	-11
51113	-35.0	-41.0	-41.0	-49	-42	-49.0	-49
51117	-13.0	-19.0	-19.0	-27	-20	-27.0	-27
51121	-25.0	-31.0	-31.0	-39	-32	-39.0	-39
51131	-34.0	-40.0	-40.0	-48	-41	-48.0	-48
51133	-38.0	-44.0	-44.0	-52	-45	-52.0	-52
51139	-30.0	-36.0	-36.0	-44	-37	-44.0	-44
51143	4.0	-2.0	-2.0	-10	-3	-10.0	-10
51147	-13.0	-19.0	-19.0	-27	-20	-27.0	-27
51153	2.0	-4.0	-4.0	-12	-5	-12.0	-12
51159	-36.0	-42.0	-42.0	-50	-43	-50.0	-50
51165	-12.0	-18.0	-18.0	-26	-19	-26.0	-26
51169	-19.0	-25.0	-25.0	-33	-26	-33.0	-33
51171	-25.0	-31.0	-31.0	-39	-32	-39.0	-39
51175	1.0	-5.0	-5.0	-13	-6	-13.0	-13
51177	-5.0	-11.0	-11.0	-19	-12	-19.0	-19
51179	-17.0	-23.0	-23.0	-31	-24	-31.0	-31
51181	-17.0	-23.0	-23.0	-31	-24	-31.0	-31
51183	-21.0	-27.0	-27.0	-35	-28	-35.0	-35
51187	-40.0	-46.0	-46.0	-54	-47	-54.0	-54
51191	-9.0	-15.0	-15.0	-23	-16	-23.0	-23
51195	-14.0	-20.0	-20.0	-28	-21	-28.0	-28
51199	14.0	8.0	8.0	0	7	0.0	0
51510	-10.0	-16.0	-16.0	-24	-17	-24.0	-24
51540	-19.0	-25.0	-25.0	-33	-26	-33.0	-33
51550	-3.0	-9.0	-9.0	-17	-10	-17.0	-17
51570	-10.0	-16.0	-16.0	-24	-17	-24.0	-24
51590	-22.0	-28.0	-28.0	-36	-29	-36.0	-36
51600	-21.0	-27.0	-27.0	-35	-28	-35.0	-35
51610	-21.0	-27.0	-27.0	-35	-28	-35.0	-35
51620	-32.0	-38.0	-38.0	-46	-39	-46.0	-46
51650	-7.0	-13.0	-13.0	-21	-14	-21.0	-21
51660	-23.0	-29.0	-29.0	-37	-30	-37.0	-37
51680	-10.0	-16.0	-16.0	-24	-17	-24.0	-24
51683	-24.0	-30.0	-30.0	-38	-31	-38.0	-38
51685	-14.0	-20.0	-20.0	-28	-21	-28.0	-28
51700	7.0	1.0	1.0	-7	0	-7.0	-7
51710	-3.0	-9.0	-9.0	-17	-10	-17.0	-17
51730	-13.0	-19.0	-19.0	-27	-20	-27.0	-27
51740	-4.0	-10.0	-10.0	-18	-11	-18.0	-18
51770	-38.0	-44.0	-44.0	-52	-45	-52.0	-52
51800	-13.0	-19.0	-19.0	-27	-20	-27.0	-27
51810	5.0	-1.0	-1.0	-9	-2	-9.0	-9
51830	7.0	1.0	1.0	-7	0	-7.0	-7
53003	-29.0	-29.0	-41.0	-35	-35	-35.0	-36
53007	-4.0	-4.0	-16.0	-10	-10	-10.0	-11
53011	6.0	6.0	-6.0	0	0	0.0	-1
53017	-23.0	-23.0	-35.0	-29	-29	-29.0	-30
53021	-11.0	-11.0	-23.0	-17	-17	-17.0	-18
53025	15.0	15.0	3.0	9	9	9.0	8
53029	4.0	4.0	-8.0	-2	-2	-2.0	-3
53033	23.0	23.0	11.0	17	17	17.0	16
53039	-6.0	-6.0	-18.0	-12	-12	-12.0	-13
53041	-15.0	-15.0	-27.0	-21	-21	-21.0	-22
53045	-34.0	-34.0	-46.0	-40	-40	-40.0	-41
53047	-33.0	-33.0	-45.0	-39	-39	-39.0	-40
53057	0.0	0.0	-12.0	-6	-6	-6.0	-7
53061	21.0	21.0	9.0	15	15	15.0	14
53063	-5.0	-5.0	-17.0	-11	-11	-11.0	-12
53065	-22.0	-22.0	-34.0	-28	-28	-28.0	-29
53067	-12.0	-12.0	-24.0	-18	-18	-18.0	-19
53071	-47.0	-47.0	-59.0	-53	-53	-53.0	-54
53077	-1.0	-1.0	-13.0	-7	-7	-7.0	-8
54001	-29.0	-29.0	-29.0	-37	-29	-29.0	-37
54003	-23.0	-23.0	-23.0	-31	-23	-23.0	-31
54027	-26.0	-26.0	-26.0	-34	-26	-26.0	-34
54033	-13.0	-13.0	-13.0	-21	-13	-13.0	-21
54035	-8.0	-8.0	-8.0	-16	-8	-8.0	-16
54037	-35.0	-35.0	-35.0	-43	-35	-35.0	-43
54039	-26.0	-26.0	-26.0	-34	-26	-26.0	-34
54045	-18.0	-18.0	-18.0	-26	-18	-18.0	-26
54049	-5.0	-5.0	-5.0	-13	-5	-5.0	-13
54059	-22.0	-22.0	-22.0	-30	-22	-22.0	-30
54061	-12.0	-12.0	-12.0	-20	-12	-12.0	-20
54067	-48.0	-48.0	-48.0	-56	-48	-48.0	-56
54069	-20.0	-20.0	-20.0	-28	-20	-20.0	-28
54099	-19.0	-19.0	-19.0	-27	-19	-19.0	-27
54107	-24.0	-24.0	-24.0	-32	-24	-24.0	-32
55001	-21.0	-29.0	-29.0	-28	-29	-29.0	-30
55007	-24.0	-32.0	-32.0	-31	-32	-32.0	-33
55009	-16.0	-24.0	-24.0	-23	-24	-24.0	-25
55011	-11.0	-19.0	-19.0	-18	-19	-19.0	-20
55015	-46.0	-54.0	-54.0	-53	-54	-54.0	-55
55019	-26.0	-34.0	-34.0	-33	-34	-34.0	-35
55021	-13.0	-21.0	-21.0	-20	-21	-21.0	-22
55025	0.0	-8.0	-8.0	-7	-8	-8.0	-9
55027	-20.0	-28.0	-28.0	-27	-28	-28.0	-29
55029	-20.0	-28.0	-28.0	-27	-28	-28.0	-29
55039	6.0	-2.0	-2.0	-1	-2	-2.0	-3
55043	-16.0	-24.0	-24.0	-23	-24	-24.0	-25
55051	-2.0	-10.0	-10.0	-9	-10	-10.0	-11
55053	-20.0	-28.0	-28.0	-27	-28	-28.0	-29
55055	-45.0	-53.0	-53.0	-52	-53	-53.0	-54
55057	-20.0	-28.0	-28.0	-27	-28	-28.0	-29
55059	-11.0	-19.0	-19.0	-18	-19	-19.0	-20
55061	-20.0	-28.0	-28.0	-27	-28	-28.0	-29
55071	-33.0	-41.0	-41.0	-40	-41	-41.0	-42
55073	-18.0	-26.0	-26.0	-25	-26	-26.0	-27
55075	-21.0	-29.0	-29.0	-28	-29	-29.0	-30
55077	-24.0	-32.0	-32.0	-31	-32	-32.0	-33
55079	5.0	-3.0	-3.0	-2	-3	-3.0	-4
55081	-34.0	-42.0	-42.0	-41	-42	-42.0	-43
55087	-10.0	-18.0	-18.0	-17	-18	-18.0	-19
55089	6.0	-2.0	-2.0	-1	-2	-2.0	-3
55101	-10.0	-18.0	-18.0	-17	-18	-18.0	-19
55103	-22.0	-30.0	-30.0	-29	-30	-30.0	-31
55105	-7.0	-15.0	-15.0	-14	-15	-15.0	-16
55111	-2.0	-10.0	-10.0	-9	-10	-10.0	-11
55117	-8.0	-16.0	-16.0	-15	-16	-16.0	-17
55127	-20.0	-28.0	-28.0	-27	-28	-28.0	-29
55131	-10.0	-18.0	-18.0	-17	-18	-18.0	-19
55133	-7.0	-15.0	-15.0	-14	-15	-15.0	-16
55135	-3.0	-11.0	-11.0	-10	-11	-11.0	-12
55139	-12.0	-20.0	-20.0	-19	-20	-20.0	-21
56013	-25.0	-33.0	-33.0	-33	-34	-34.0	-37
56019	-16.0	-24.0	-24.0	-24	-25	-25.0	-28
56021	-18.0	-26.0	-26.0	-26	-27	-27.0	-30
56039	-25.0	-33.0	-33.0	-33	-34	-34.0	-37
08014	-5.0	-7.0	-18.0	-8	-11	-14.0	-15
12086	-2.0	-10.0	-10.0	-11	-7	-7.0	-11
02195	-8.0	-12.0	-12.0	-17	-19	-19.0	-20
